ID,Nom,Slogan,Genre,Durée,Date de sortie,Pays d'origine,Langue,Note,Budget du film,Synopsis,Nom du réalisateur,Lien de l'affiche,Lien de fond,Noms de tous les acteurs,keywords,Key,URL
10293,Pauline à la plage,,"Drame, Romance, Comédie",90,1983-03-23,France,fr,7.002,0,"Après son divorce, Marion décide de terminer l'été sur la côte normande, en compagnie de sa cousine Pauline. Les deux jeunes femmes vont vivre des histoires d'amour inattendues…",Éric Rohmer,https://image.tmdb.org/t/p/w500/etELlm7GUQDOwT42SKAuzWs0TZl.jpg,https://image.tmdb.org/t/p/original/oRUeAhJD49EE9RiOrv8nD6ceti9.jpg,"Amanda Langlet, Arielle Dombasle, Pascal Greggory, Féodor Atkine, Simon de La Brosse, Rosette, Marie Bouteloup, Michel Ferry","[{'id': 658, 'name': 'sea'}, {'id': 966, 'name': 'beach'}, {'id': 931, 'name': 'jealousy'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 65, 'name': 'holiday'}, {'id': 1486, 'name': 'flirt'}, {'id': 5490, 'name': 'girlfriend'}, {'id': 9094, 'name': 'womanizer'}, {'id': 15160, 'name': 'divorce'}, {'id': 33386, 'name': 'old flame'}, {'id': 166113, 'name': 'marriage problems'}]",iCjGE43l_2E,https://www.youtube.com/watch?v=iCjGE43l_2E
72664,Les Morfalous,,"Guerre, Comédie",106,1984-03-28,France,fr,5.9,0,"En Afrique du Nord, pendant la Seconde Guerre mondiale, un détachement de la Légion Étrangère est chargé de convoyer 6 milliards en lingots d'or, entreposés à la banque d'Elksour. Pris dans une embuscade allemande, le bataillon est décimé. Parmi les survivants, le sergent Augagneur, aidé d'un artilleur, Béral, s'empare du seul canon restant et bombarde la base allemande.",Henri Verneuil,https://image.tmdb.org/t/p/w500/nnPG3mVl8iE6J1RgXZPo7G8LBOa.jpg,https://image.tmdb.org/t/p/original/y0MkC2uARch7UkfWJBlOrfh3cRZ.jpg,"Jean-Paul Belmondo, Michel Constantin, Jacques Villeret, Michel Creton, Marie Laforêt, François Perrot, Michel Beaune, Gérard Buhr, Matthias Habich, Maurice Auzel, Pierre Semmler, Caroline Silhol, Michel Beaune, Michel Berreur, Daniel Breton, Claude Carliez, Hans Verner, Henri Verneuil",[],ASULPU5RasQ,https://www.youtube.com/watch?v=ASULPU5RasQ
4898,Poulet au vinaigre,,"Crime, Mystère, Thriller",109,1985-04-10,France,fr,6.173,0,"Dans une petite ville de province tiède et paisible, les passions couvent. La tyrannique madame Cuno, impotente, refuse de vendre sa maison à trois notables impatients, bloquant ainsi leur mirifique projet immobilier. Son fils, Louis, est au courant de bien des secrets, en sa qualité de facteur indélicat qui n'hésite pas à décacheter les lettres qui lui sont confiées. Aussi décide-t-il de répondre aux pressions incessantes des promoteurs en exploitant les travers des uns et des autres. Une nuit, il verse du sucre dans le réservoir de la voiture de l'un d'eux, Filiol. Le lendemain, celui-ci meurt dans un accident de la circulation. L'inspecteur Lavardin est dépêché sur les lieux...",Claude Chabrol,https://image.tmdb.org/t/p/w500/vtzU2jMhHlxSOyIQgsPbUqUIS1Q.jpg,https://image.tmdb.org/t/p/original/b1vRA1XVyGJpui5fBdtNoiDv3M9.jpg,"Jean Poiret, Stéphane Audran, Michel Bouquet, Lucas Belvaux, Jean Topart, Pauline Lafont, Caroline Cellier, Josephine Chaplin, Andrée Tainsy, Jean-Claude Bouillaud, Jacques Frantz, Dominique Zardi, Henri Attal, Albert Dray, Marcel Guy, Jean-Marie Arnoux","[{'id': 2918, 'name': 'estate agent'}, {'id': 417, 'name': 'corruption'}, {'id': 2065, 'name': 'province'}, {'id': 5439, 'name': 'inspector'}]",vflwnZUheTE,https://www.youtube.com/watch?v=vflwnZUheTE
220474,Deux enfoirés à Saint-Tropez,,Comédie,87,1986-03-11,France,fr,2.5,0,"Le film débute par la sortie de prison de Paul, condamné à quatre mois de prison à la place de son ami Julius. Afin de changer les idées de Paul, Julius décide de l'emmener à Saint-Tropez. Les deux jeunes hommes ""empruntent"" au passage une voiture et font sur le trajet la connaissance d'une charmante auto-stoppeuse, Évelyne, dont Julius ne tarde pas à tomber amoureux. Pour Paul, l'amour resurgit sous la forme de son ancienne compagne Milka, aux bras d'un marchand d'art quelque peu désagréable dénommé Saedi. C'est alors qu'on propose à Paul et à Julius de subtiliser deux statuettes pré-colombiennes appartenant à Saedi, qui s'avère en fait être un escroc. Mais le larcin ne se déroulera pas forcément comme prévu par nos deux compères.",Max Pécas,https://image.tmdb.org/t/p/w500/jgFETFMrBZI61CpPQePnN0voUwc.jpg,https://image.tmdb.org/t/p/original/oQdoiXUDiOlnQBvDmGcGuEfHnUh.jpg,"Philippe Caroit, Jean-Michel Noirey, Caroline Tresca, Denis Karvil, Claude Bruna, Lillemour Jonsson, Jean Vinci, Stéphanie Billat, Marie Daëms, Gérard Croce, Daniel Mitrecey, Carole Keeper, Bruno Dalbe, Sophie Penn, Sylvia Robbe, Edith Rebillon, Laurence Savin, Michael Kayat, Rachel Piétré, Guy Adamic, Nicolas Novaro, Gino Da Ronch, Marcel Aimé, Gilbert Crabbé, Valérie Bettencourt",[],e_Fq3ocj2CI,https://www.youtube.com/watch?v=e_Fq3ocj2CI
64419,Le Miraculé,,Comédie,88,1987-02-18,France,fr,5.3,0,"Papu, simule une paralysie, à la suite d'un accident, pour toucher l'assurance. Pour appuyer ses dires, il se rend à Lourdes pour une pseudo-guérison. L'assureur Fox-Terrier, qui a flairé la supercherie, va tenter de le démasquer.",Jean-Pierre Mocky,https://image.tmdb.org/t/p/w500/1hlE9LoNM4RTEYnxYVdB2cYoLq1.jpg,https://image.tmdb.org/t/p/original/cyR7hUg1t9unqdInbPA4FygROji.jpg,"Michel Serrault, Jean Poiret, Jeanne Moreau, Sylvie Joly, Jean Rougerie, Roland Blanche, Sophie Moyse, Marc Maury, Hervé Pauchon, Jean Abeillé, Dominique Zardi, Antoine Mayor, Georges Lucas, Lisa Livane",[],OTfdz13M13A,https://www.youtube.com/watch?v=OTfdz13M13A
39422,À gauche en sortant de l’ascenseur,,Comédie,83,1988-08-31,France,fr,6.2,0,Yan qui attend un rendez-vous galant se trouve embarrassé par sa voisine qui a claqué la porte de chez elle alors qu'elle était sur le paillasson en petite tenue.,Édouard Molinaro,https://image.tmdb.org/t/p/w500/f545ywREytB7X4NtksT6w7p0zvJ.jpg,https://image.tmdb.org/t/p/original/7750THD8ryYj5nIMx3IPIIzy0eR.jpg,"Pierre Richard, Richard Bohringer, Emmanuelle Béart, Fanny Cottençon, Pierre Vernier, Jean-Michel Dupuis, Martine Maximin, Albert Simono, Aïna Walle, Eric Blanc, Michel Creton, Mireille Audibert",[],WugTHVVVqsE,https://www.youtube.com/watch?v=WugTHVVVqsE
267100,Peaux de vaches,,Drame,87,1989-05-31,France,fr,5.9,0,"Ivres, les frères Roland et Gérard Malard mettent le feu à la ferme du second, provoquant la mort d'un vagabond. Dix ans plus tard, Roland revient chez Gérard, bouleversant sa nouvelle vie...",Patricia Mazuy,https://image.tmdb.org/t/p/w500/9o8aTWc4dJaVzLJrLFy9dqt56pY.jpg,https://image.tmdb.org/t/p/original/7bFNtXHeXVOD0zhxDcc82Nrpqqc.jpg,"Sandrine Bonnaire, Jean-François Stévenin, Jacques Spiesser, Salomé Stévenin, Laure Duthilleul, Jean-François Gallotte, Pierre Forget, Yann Dedet, Eva Vallejo, Jean-Jacques Bernard","[{'id': 187056, 'name': 'woman director'}]",yT8aIFsn0Yw,https://www.youtube.com/watch?v=yT8aIFsn0Yw
9322,Nikita,Le gouvernement a décidé de lui donner une seconde chance…,"Action, Thriller",117,1990-02-21,"France, Italy",fr,7.102,8538703,"Le braquage d'une pharmacie par une bande de junkies en manque de drogue tourne mal : une fusillade cause la mort de plusieurs personnes dont un policier, abattu par la jeune Nikita. Condamnée à la prison à perpétuité, celle-ci fait bientôt la rencontre de Bob, un homme mystérieux qui contraint la jeune femme à travailler secrètement pour le gouvernement. Après quelques rébellions lors d'un entraînement intensif de plusieurs années, Nikita devient un agent hautement qualifié des services secrets, capable désormais selon Bob d'évoluer seule à l'extérieur. Celui-ci espère d'ailleurs s'en assurer lors d'une terrible mise à l'épreuve au cours de laquelle Nikita doit éliminer un pilier de la mafia asiatique au beau milieu d'un restaurant bondé...",Luc Besson,https://image.tmdb.org/t/p/w500/aTixIZ88tmLKisojz5ISZaTPtIr.jpg,https://image.tmdb.org/t/p/original/ciXTaqQgLglDfDB5MIBYZOhMXUs.jpg,"Anne Parillaud, Jean-Hugues Anglade, Tchéky Karyo, Jean Reno, Marc Duret, Jeanne Moreau, Patrick Fontana, Roland Blanche, Jacques Boudet, Jean Bouise, Philippe du Janerand, Alain Lathière, Laura Chéron, Pierre-Alain de Garrigues, Helene Aligier, Philippe Leroy, Patrick Pérez, Bruno Randon, Vincent Skimenti, Joseph Teruel, Jacques Disses, Stéphane Fey, Philippe Dehesdin, Michel Brunot, Rodolph Freytt, Pavel Slabý, Jean-Luc Caron, Rénos Mandis, Jean-Marc Merchet, Patrick Serrière, Iska Khan, Heike Fisher, Patrick Buiquangda, Gérard Touratier, Edith Perret, Jean-Pierre Pauty, Murray Gronwall, Pierrick Charpentier, Hubert Gillet, Fausto Costantino, Pétronille Moss, Éric Prat, Mia Frye, Olivier Hémon, Christian Gazio, Jérôme Chalou, Jean-Claude Bolle-Reddat, Patrick Chauveau, Maurice Antoni, Mathieu Archer, Alexis Dupuy, Michèle Amiel, Rafael Sultan, Guy Van Riet, Xavier Bonastre","[{'id': 4654, 'name': 'undercover agent'}, {'id': 110, 'name': 'venice, italy'}, {'id': 1366, 'name': 'shotgun'}, {'id': 1308, 'name': 'secret identity'}, {'id': 5422, 'name': 'special unit'}, {'id': 9840, 'name': 'romance'}, {'id': 9679, 'name': 'secret government organization'}, {'id': 12366, 'name': 'hitwoman'}, {'id': 12367, 'name': 'female assassin'}, {'id': 41336, 'name': 'government assassin'}]",CJaJEyuMozo,https://www.youtube.com/watch?v=ZmHyOhOV_ng
41789,Jacquot de Nantes,,Drame,118,1991-05-15,France,fr,7.457,0,"Il était une fois un garçon, élevé dans un garage où tout le monde aimait chanter. C'était en 1939, il avait 8 ans, il aimait les marionnettes et les opérettes. Puis il a voulu faire du cinéma mais son père lui a fait étudier la mécanique. C'est de Jacques Demy qu'il s'agit et de ses souvenirs. C'est une enfance heureuse qui nous est contée, malgré les évènements de la guerre et de l'après-guerre.",Agnès Varda,https://image.tmdb.org/t/p/w500/9tDtcp5Lax3xGWpsGga3bBodAmu.jpg,https://image.tmdb.org/t/p/original/mmLJoiJOBqlxtZos6DRX9pl5Orm.jpg,"Philippe Maron, Edouard Joubeaud, Laurent Monnier, Brigitte De Villepoix, Daniel Dublet, Clément Delaroche, Rody Averty, Hélène Pors, Marie-Sidonie Benoist, Jérémie Bernard, Cédric Michaud, Jacques Demy, Agnès Varda","[{'id': 5565, 'name': 'biography'}, {'id': 33490, 'name': 'filmmaking'}, {'id': 187056, 'name': 'woman director'}, {'id': 191694, 'name': 'nantes'}, {'id': 207883, 'name': '1940s'}, {'id': 214548, 'name': '1930s'}, {'id': 220664, 'name': 'memoir'}, {'id': 221285, 'name': 'occupied france'}, {'id': 241982, 'name': 'children in wartime'}]",CrhUTCfGmb0,https://www.youtube.com/watch?v=CrhUTCfGmb0
28212,La Vie de Bohème,,"Drame, Comédie, Romance",102,1992-02-27,"France, Finland, Germany, Sweden",fr,7.512,0,Adaptation contemporaine du celebre roman de Murger qui evoque les grandeurs et les miseres de la vie de boheme.,Aki Kaurismäki,https://image.tmdb.org/t/p/w500/hFX3wJwzWK3oytvJkw4fyC6VKx6.jpg,https://image.tmdb.org/t/p/original/F9yotopY4t5P9DBvY28iTIO6hl.jpg,"Matti Pellonpää, Evelyne Didi, André Wilms, Kari Väänänen, Christine Murillo, Jean-Pierre Léaud, Carlos Salgado, Alexis Nitzer, Sylvie Van Den Elsen, Gilles Charmant, Dominique Marcas, Samuel Fuller, Jean-Paul Wenzel, Louis Malle, André Penvern, Maximilien Regiani, Daniel Dublet, Philippe Dormoy, Louis Delamotte, Kenneth Colley, Joëlle Jacquet, Michel Jacquet, Antonio Olivares, Helene Brousse, Sanna Fransman, Monique Goury, Jacques Cheuiche, Simon Murray, Mark Lavis, Irmeli Debarle, Jacques Leobold, Jean-Bernard Mateu, Jean-Luc Abel, Christian Ehrhart, Jacques Ehrhart, Gilles Sacuto, Pierre-Yves Parrinet, Veikko Nieminen, Alain Sakhnowsky, Teresa Saraiva, Andrée Saldo, Karine Arsene, Konsta Väänänen","[{'id': 6054, 'name': 'friendship'}, {'id': 960, 'name': 'homeless person'}, {'id': 90, 'name': 'paris, france'}, {'id': 1233, 'name': 'composer'}, {'id': 437, 'name': 'painter'}, {'id': 10965, 'name': 'playwright'}, {'id': 164754, 'name': 'bohemian'}, {'id': 165177, 'name': 'eviction'}, {'id': 181328, 'name': 'struggling artist'}, {'id': 217957, 'name': 'penniless'}, {'id': 239075, 'name': 'struggling playwright'}, {'id': 239442, 'name': 'bohemians'}, {'id': 249294, 'name': 'struggling life'}]",PpnMd2BGTxo,https://www.youtube.com/watch?v=PpnMd2BGTxo
16130,La Classe américaine,La classe c'est un etat d'esprit,"Comédie, Téléfilm",72,1993-12-31,France,fr,7.683,0,"George Abitbol, l'homme le plus classe du monde, meurt tragiquement lors d'une croisière. Dans un dernier souffle, il murmure : « Monde de merde ». Pourquoi ? Ces mots intriguent le rédacteur en chef d'un quotidien américain. Il dépêche ses trois meilleurs enquêteurs, Dave, Peter et Steven, pour éclaircir ce mystère.","Dominique Mézerette, Michel Hazanavicius",https://image.tmdb.org/t/p/w500/iQKZwYLsaJIATKeS5t4yVoKzMxV.jpg,https://image.tmdb.org/t/p/original/wD7pJC0ZpGAzBSczXnf3dHuexLq.jpg,"Christine Delaroche, Évelyne Grandjean, Marc Cassot, Patrick Guillemin, Raymond Loyer, Joël Martineau, Jean-Claude Montalban, Roger Rudel, Jean-Éric Bielle, Marc François, Michel Hazanavicius, Lionel Abelanski, Dominique Farrugia, Alain Chabat, Serge Hazanavicius, Jean-Yves Lafesse, John Wayne, Dustin Hoffman, Paul Newman, Robert Redford, Burt Lancaster, Henry Fonda, James Stewart, Dean Martin, Frank Sinatra, Clark Gable, Robert Mitchum, Lauren Bacall, Angie Dickinson, Lana Turner, Jason Robards, Orson Welles, Martin Balsam, Ricky Nelson, Charles Bronson, Elvis Presley, Stuart Whitman, Ned Beatty, Spencer Tracy, Ernest Borgnine, Jan-Michael Vincent, Yvonne De Carlo, Randolph Scott, James Franciscus, Slim Pickens, Antonio Fargas, Walter Brennan, Jacqueline Bisset, Burgess Meredith, Jack Warden, Akim Tamiroff, Nick Cravat, John Qualen, Donald Sutherland, Martin West, Jacqueline deWit, Charlotte Stewart, Christopher George, Elaine Devry, Sharon DeBord, Sue Ane Langdon, Jackie Joseph, Jackie Russell, Forrest Tucker, Robert Colbert, Jenny Sullivan, Jane Howard, Bill McKinney, Herbert 'Cowboy' Coward, Josh Albee, Pamela Tiffin, Valentina Cortese, Russell Evans, Lyle Bettger, Michael Dante, Gary Grimes, Roy Jenson, Gila Golan, Al Lettieri, Richard Kelton, Eddie Albert, Teddy Wilson, Penny Fuller, Florence Pepper","[{'id': 9755, 'name': 'parody'}, {'id': 179418, 'name': 'hollywood star'}, {'id': 211197, 'name': 'mysterious death'}, {'id': 224230, 'name': 'collage film'}]",CJaJEyuMozo,https://www.youtube.com/watch?v=CJaJEyuMozo
10452,La Reine Margot,,"Drame, Histoire, Romance",158,1994-05-13,"France, Germany, Italy",fr,7.199,0,"Paris, Royaume de France, 18 août 1572. Pour éviter le déclenchement d'une guerre de religion, la princesse catholique Marguerite de Valois, sœur du faible roi Charles IX, épouse le roi huguenot Henri III de Navarre.",Patrice Chéreau,https://image.tmdb.org/t/p/w500/quV34Zj3ZUjnoterRyy2T94UX9I.jpg,https://image.tmdb.org/t/p/original/hRx2gYJKtNJxtoPcO7SGLamZL3T.jpg,"Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez, Virna Lisi, Dominique Blanc, Pascal Greggory, Claudio Amendola, Miguel Bosé, Asia Argento, Julien Rassam, Thomas Kretschmann, Jean-Claude Brialy, Jean-Philippe Écoffey, Albano Guaetta, Johan Leysen, Dörte Lyssewski, Michelle Marquais, Laure Marsac, Alexis Nitzer, Emmanuel Salinger, Barbet Schroeder, Jean-Marc Stehlé, Otto Tausig, Bruno Todeschini, Tolsty, Bernard Verley, Ulrich Wildgruber, Laurent Arnal, Gérard Berlioz, Christophe Bernard, Marian Blicharz, Daniel Breton, Pierre Brilloit, Valeria Bruni Tedeschi, Cécile Caillaud, Marc Citti, Grégoire Colin, Erwan Dujardin, Jean Douchet, Philippe Duclos, Marina Golovine, Zygmunt Kargol, Carlos López, Orazio Massaro, Roman Massine, Charlie Nelson, Bernard Nissile, Julie-Anne Roth, Jean-Michel Tavernier, Béatrice Toussaint, Mélanie Vaudaine, Nicolas Vaude, Luís Gaspar","[{'id': 90, 'name': 'paris, france'}, {'id': 818, 'name': 'based on novel or book'}, {'id': 3686, 'name': 'marriage of convenience'}, {'id': 9920, 'name': 'royalty'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 191599, 'name': 'palace intrigue'}, {'id': 208244, 'name': '16th century'}, {'id': 220890, 'name': 'religious persecution'}, {'id': 244367, 'name': ""st. bartholomew's day massacre""}, {'id': 258300, 'name': 'french history'}]",EzUx_f5wkbQ,https://www.youtube.com/watch?v=EzUx_f5wkbQ
406,La Haine,Jusqu'ici tout va bien…,Drame,98,1995-05-31,France,fr,8.092,2600000,Trois copains d'une banlieue ordinaire traînent leur ennui et leur jeunesse qui se perd. Ils vont vivre la journée la plus importante de leur vie après une nuit d'émeutes provoquée par le passage à tabac d'Abdel Ichah par un inspecteur de police lors d'un interrogatoire.,Mathieu Kassovitz,https://image.tmdb.org/t/p/w500/gfdhSzPyAWtAizqs4ytc0MwOlQg.jpg,https://image.tmdb.org/t/p/original/viGCwLxupyoaLsa6hrnu1gYrB0B.jpg,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili, Solo, Joseph Momo, Héloïse Rauth, Rywka Wajsbrot, Olga Abrego, Laurent Labasse, Choukri Gabteni, Nabil Ben Mhamed, Benoît Magimel, Médard Niang, Arash Mansour, Abdel-Moulah Boujdouni, Mathilde Vitry, Christian Moro, Édouard Montoute, JiBi, Félicité Wouassi, Fatou Thioune, Thang-Long, Cut Killer, Sabrina Houicha, Sandor Weltmann, François Levantal, Julie Mauduech, Karin Viard, Peter Kassovitz, Christophe Rossignon, Vincent Lindon, Mathieu Kassovitz, Anthony Souter, Florent Lavandeira, Teddy Marques, Samir Khelif, Tadek Lokcinski, Virginie Montel, Andrée Damant, Marcel Marondo, Karim Belkhadra, Marc Duret, Eric Pujol, Philippe Nahon, Sébastien Tavel, François Toumarkine, José Dalmat, Zinedine Soualem, Bernie Bonvoisin, Cyril Ancelin, Patrick Médioni","[{'id': 376, 'name': 'neo-nazism'}, {'id': 796, 'name': 'police brutality'}, {'id': 898, 'name': 'hip-hop'}, {'id': 90, 'name': 'paris, france'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 1974, 'name': 'breakdance'}, {'id': 2394, 'name': 'ghetto'}, {'id': 3230, 'name': 'male friendship'}, {'id': 12425, 'name': 'racism'}, {'id': 160910, 'name': 'xenophobia'}, {'id': 197702, 'name': 'day in a life'}, {'id': 248022, 'name': 'paris suburb'}, {'id': 315053, 'name': 'critical'}, {'id': 325788, 'name': 'conceited'}]",oC2UENY7qsc,https://www.youtube.com/watch?v=oC2UENY7qsc
38523,Ponette,,Drame,97,1996-09-25,France,fr,7.582,0,"Ponette a 4 ans lorsque sa mère meurt accidentellement. Confiée à sa tante, la fillette ne supporte pas cette disparition. Elle continue obstinément de s'adresser à elle, convaincue qu'elle reviendra un jour.",Jacques Doillon,https://image.tmdb.org/t/p/w500/1YsmfwozrPMKOwf7krx9XnY4ige.jpg,https://image.tmdb.org/t/p/original/jH0AM4Z928cDooUTtIXjXUveGAe.jpg,"Delphine Schiltz, Victoire Thivisol, Matiaz Bureau Caton, Léopoldine Serre, Marie Trintignant, Xavier Beauvois, Claire Nebout, Luckie Royer, Carla Ibled, Aurélie Vérillon, Henri Berthon, Antoine du Merle, Marianne Favre, Hadrien Bouvier, Benjamin Charles, Luna Ragheb","[{'id': 6271, 'name': 'boarding school'}, {'id': 9928, 'name': 'bereavement'}, {'id': 208349, 'name': 'child'}]",sgXbG12kJXI,https://www.youtube.com/watch?v=sgXbG12kJXI
48347,La vieille dame et les pigeons,,"Animation, Comédie",24,1997-05-27,"Canada, France, Belgium, United Kingdom",fr,7.5,0,"Dans le Paris des années 50, un gardien de la paix affamé rencontre dans un jardin public une vieille dame gâteuse dont le passe-temps favori consiste à offrir de fastueux repas aux pigeons du quartier.
 Désormais, sous le képi de l'agent, la chose est claire : en devenant pigeon lui-même, il pourra se remplir la panse aux frais de la naïve petite dame.
 Naïve ?",Sylvain Chomet,https://image.tmdb.org/t/p/w500/bh3xjLeLTSxtgoMkyGwE62tg1Ty.jpg,https://image.tmdb.org/t/p/original/zphlzqOXW5DitufbF7QNn5V6HgZ.jpg,"James Pidgeon, Michoue Sylvain, Andrea Usher-Jones","[{'id': 156151, 'name': 'pigeon'}, {'id': 263548, 'name': 'short film'}]",Bu3gBeFTp3g,https://www.youtube.com/watch?v=Bu3gBeFTp3g
